COUNTRY,LOCATION,SITE_NAME,LATITUDE,LONGITUDE,MONTH,YEAR,DEPTH,SEVERITY_CODE,PERCENT_BLEACHED,MORTALITY_CODE,PERCENT_MORTALITY,SURVEY_TYPE,SOURCE,NAME,CITATION,COMMENTS,ENTRY_CODE,DATABASE_CODE
Netherlands Antilles,BNK03: Saba Bank 3,,17.4878,-63.2323,12,1999,17.5,1,8.653846154,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 104,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: NethAnt-1999B,,,,,1
Netherlands Antilles,EUX01: Barracuda Reef,,17.4680,-62.9917,12,1999,17.4,1,16.80672269,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 119,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: NethAnt-1999B,,,,,1
Netherlands Antilles,EUX02: Anchor Point,,17.4643,-62.9878,12,1999,14.4,1,13.04347826,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 115,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: NethAnt-1999B,,,,,1
Netherlands Antilles,EUX03: Hangover,,17.4648,-62.9860,12,1999,14.2,1,25.83333333,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 120,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: NethAnt-1999B,,,,,1
Netherlands Antilles,EUX04: The Blocks,,17.4643,-62.9850,12,1999,15.2,1,32.74336283,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 113,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: NethAnt-1999B,,,,,1
Netherlands Antilles,EUX05: The Ledges,,17.4633,-62.9847,12,1999,13.7,1,19.84126984,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 126,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: NethAnt-1999B,,,,,1
Netherlands Antilles,EUX06: Five Fingers,,17.4648,-62.9667,12,1999,14.9,1,26.4,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 125,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: NethAnt-1999B,,,,,1
Netherlands Antilles,EUX07: Valley of the Sponges,,17.4640,-62.9825,12,1999,14,1,30.27522936,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 109,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: NethAnt-1999B,,,,,1
Netherlands Antilles,EUX08: The Humps,,17.4635,-62.9782,12,1999,11.5,1,21.81818182,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 165,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: NethAnt-1999B,,,,,1
Netherlands Antilles,EUX09: Mushroom Gardens,,17.4625,-62.9777,12,1999,16.2,1,29.20353982,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 113,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: NethAnt-1999B,,,,,1
Netherlands Antilles,EUX10: Mushroom Gardens South,,17.4617,-62.9777,12,1999,16.2,2,34.14634146,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 123,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: NethAnt-1999B,,,,,1
Netherlands Antilles,SAB01: Core Gut,,17.6308,-63.2150,12,1999,9.5,1,27.35849057,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 106,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: NethAnt-1999B,,,,,1
Netherlands Antilles,SAB02: Hole in the Corner,,17.6150,-63.2250,12,1999,10.7,1,32.16783217,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 143,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: NethAnt-1999B,,,,,1
Netherlands Antilles,SAB03: Tent Reef,,17.6163,-63.2585,12,1999,9.4,1,20.1754386,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 114,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: NethAnt-1999B,,,,,1
Netherlands Antilles,SAB04: Hot Springs,,17.6248,-63.2595,12,1999,11.2,1,28.03030303,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 132,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: NethAnt-1999B,,,,,1
Netherlands Antilles,SAB05: Ladder Labyrinth,,17.6267,-63.2597,12,1999,12.1,1,21.66666667,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 120,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: NethAnt-1999B,,,,,1
Netherlands Antilles,SAB06: Babylon,,17.6282,-63.2595,12,1999,13.1,1,28.27586207,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 145,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: NethAnt-1999B,,,,,1
Netherlands Antilles,SAB07: Porites Point,,17.6293,-63.2588,12,1999,14.5,1,26.27737226,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 137,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: NethAnt-1999B,,,,,1
Netherlands Antilles,SAB08: Torrens Point,,17.6433,-63.2532,12,1999,5.6,1,20.74074074,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 135,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: NethAnt-1999B,,,,,1
Netherlands Antilles,SAB09: Green Island,,17.6497,-63.2280,12,1999,6.9,1,1.785714286,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 112,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: NethAnt-1999B,,,,,1
Netherlands Antilles,SXM02: Hens & Chicks,,18.0107,-63.0080,12,1999,10.6,2,43.58974359,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 117,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: NethAnt-1999B,,,,,1
Fiji,Kadavu,Great Astrolabe Reef,-18.7540,178.4670,4,2000,,3,70,1,,,Cumming et al. 2002,"Cumming, R.L, Toscano, M.A., Lovell, E.R., Carlson, B.A., Dulvy, N.K., Hughes, A., Koven, J.F., Quinn, N.J., Sykes, H.R., Taylor, O.J.S., Vaughan, D.",,,EH,2
Fiji,Kadavu,Great Astrolabe Reef,-18.7540,178.5240,4,2000,,3,70,1,,,Cumming et al. 2002,"Cumming, R.L, Toscano, M.A., Lovell, E.R., Carlson, B.A., Dulvy, N.K., Hughes, A., Koven, J.F., Quinn, N.J., Sykes, H.R., Taylor, O.J.S., Vaughan, D.",,,EH,2
Fiji,N Lau Group,Vanua Balavu,-17.3000,179.0100,4,2000,,3,90,2,,,Cumming et al. 2002,"Cumming, R.L, Toscano, M.A., Lovell, E.R., Carlson, B.A., Dulvy, N.K., Hughes, A., Koven, J.F., Quinn, N.J., Sykes, H.R., Taylor, O.J.S., Vaughan, D.",,,EH,2
Fiji,Viti Levu,Tavua Islans,-17.5650,177.2990,4,2000,,3,60,1,,,Cumming et al. 2002,"Cumming, R.L, Toscano, M.A., Lovell, E.R., Carlson, B.A., Dulvy, N.K., Hughes, A., Koven, J.F., Quinn, N.J., Sykes, H.R., Taylor, O.J.S., Vaughan, D.",,,EH,2
Fiji,Viti Levu,Vunavadra Island,-17.6960,177.3120,4,2000,,2,20,0,,,Cumming et al. 2002,"Cumming, R.L, Toscano, M.A., Lovell, E.R., Carlson, B.A., Dulvy, N.K., Hughes, A., Koven, J.F., Quinn, N.J., Sykes, H.R., Taylor, O.J.S., Vaughan, D.",,,EH,2
Fiji,Viti Levu,Tavua Islans,-17.5750,177.3460,4,2000,,3,60,1,,,Cumming et al. 2002,"Cumming, R.L, Toscano, M.A., Lovell, E.R., Carlson, B.A., Dulvy, N.K., Hughes, A., Koven, J.F., Quinn, N.J., Sykes, H.R., Taylor, O.J.S., Vaughan, D.",,,EH,2
Fiji,Viti Levu,Beqa,-18.4830,177.9340,4,2000,,3,90,3,,,Cumming et al. 2002,"Cumming, R.L, Toscano, M.A., Lovell, E.R., Carlson, B.A., Dulvy, N.K., Hughes, A., Koven, J.F., Quinn, N.J., Sykes, H.R., Taylor, O.J.S., Vaughan, D.",,,EH,2
Fiji,Viti Levu,Beqa,-18.4020,177.9340,4,2000,,3,90,3,,,Cumming et al. 2002,"Cumming, R.L, Toscano, M.A., Lovell, E.R., Carlson, B.A., Dulvy, N.K., Hughes, A., Koven, J.F., Quinn, N.J., Sykes, H.R., Taylor, O.J.S., Vaughan, D.",,,EH,2
Fiji,Viti Levu,Pacific Harbour,-18.2920,178.0810,4,2000,,3,80,2,,,Cumming et al. 2002,"Cumming, R.L, Toscano, M.A., Lovell, E.R., Carlson, B.A., Dulvy, N.K., Hughes, A., Koven, J.F., Quinn, N.J., Sykes, H.R., Taylor, O.J.S., Vaughan, D.",,,EH,2
Fiji,Viti Levu,Beqa,-18.4590,178.1910,4,2000,,3,90,3,,,Cumming et al. 2002,"Cumming, R.L, Toscano, M.A., Lovell, E.R., Carlson, B.A., Dulvy, N.K., Hughes, A., Koven, J.F., Quinn, N.J., Sykes, H.R., Taylor, O.J.S., Vaughan, D.",,,EH,2
Fiji,Viti Levu,Suva Barrier Reef,-18.1590,178.3990,4,2000,,3,65,2,,,Cumming et al. 2002,"Cumming, R.L, Toscano, M.A., Lovell, E.R., Carlson, B.A., Dulvy, N.K., Hughes, A., Koven, J.F., Quinn, N.J., Sykes, H.R., Taylor, O.J.S., Vaughan, D.",,,EH,2
Fiji,Kadavu,Great Astrolabe Reef,-18.7280,178.4660,6,2000,,3,70,1,,,Cumming et al. 2002,"Cumming, R.L, Toscano, M.A., Lovell, E.R., Carlson, B.A., Dulvy, N.K., Hughes, A., Koven, J.F., Quinn, N.J., Sykes, H.R., Taylor, O.J.S., Vaughan, D.",,,EH,2
Fiji,Kadavu,North Astrolabe Reef,-18.7280,178.4660,6,2000,,3,70,1,,,Cumming et al. 2002,"Cumming, R.L, Toscano, M.A., Lovell, E.R., Carlson, B.A., Dulvy, N.K., Hughes, A., Koven, J.F., Quinn, N.J., Sykes, H.R., Taylor, O.J.S., Vaughan, D.",,,EH,2
Fiji,Kadavu,Great Astrolabe Reef,-18.7750,178.5260,6,2000,,3,70,1,,,Cumming et al. 2002,"Cumming, R.L, Toscano, M.A., Lovell, E.R., Carlson, B.A., Dulvy, N.K., Hughes, A., Koven, J.F., Quinn, N.J., Sykes, H.R., Taylor, O.J.S., Vaughan, D.",,,EH,2
Fiji,Kadavu,North Astrolabe Reef,-18.6200,178.5540,6,2000,,3,70,1,,,Cumming et al. 2002,"Cumming, R.L, Toscano, M.A., Lovell, E.R., Carlson, B.A., Dulvy, N.K., Hughes, A., Koven, J.F., Quinn, N.J., Sykes, H.R., Taylor, O.J.S., Vaughan, D.",,,EH,2
Fiji,Kadavu,Great Astrolabe Reef,-18.7680,178.5680,6,2000,,3,70,1,,,Cumming et al. 2002,"Cumming, R.L, Toscano, M.A., Lovell, E.R., Carlson, B.A., Dulvy, N.K., Hughes, A., Koven, J.F., Quinn, N.J., Sykes, H.R., Taylor, O.J.S., Vaughan, D.",,,EH,2
Fiji,Kadavu,Great Astrolabe Reef,-18.7680,178.5680,6,2000,,3,70,1,,,Cumming et al. 2002,"Cumming, R.L, Toscano, M.A., Lovell, E.R., Carlson, B.A., Dulvy, N.K., Hughes, A., Koven, J.F., Quinn, N.J., Sykes, H.R., Taylor, O.J.S., Vaughan, D.",,,EH,2
Fiji,S Vanua Levu,Savusavu Bay,-16.8100,179.2390,6,2000,,3,60,3,,,Cumming et al. 2002,"Cumming, R.L, Toscano, M.A., Lovell, E.R., Carlson, B.A., Dulvy, N.K., Hughes, A., Koven, J.F., Quinn, N.J., Sykes, H.R., Taylor, O.J.S., Vaughan, D.",,,EH,2
Fiji,S Vanua Levu,Rainbow Reef,-16.8100,179.2390,6,2000,,3,50,2,,,Cumming et al. 2002,"Cumming, R.L, Toscano, M.A., Lovell, E.R., Carlson, B.A., Dulvy, N.K., Hughes, A., Koven, J.F., Quinn, N.J., Sykes, H.R., Taylor, O.J.S., Vaughan, D.",,,EH,2
Fiji,S Vanua Levu,Savusavu Bay,-16.8340,179.2990,6,2000,,3,60,3,,,Cumming et al. 2002,"Cumming, R.L, Toscano, M.A., Lovell, E.R., Carlson, B.A., Dulvy, N.K., Hughes, A., Koven, J.F., Quinn, N.J., Sykes, H.R., Taylor, O.J.S., Vaughan, D.",,,EH,2
Fiji,S Vanua Levu,Rainbow Reef,-16.8340,179.2990,6,2000,,3,50,2,,,Cumming et al. 2002,"Cumming, R.L, Toscano, M.A., Lovell, E.R., Carlson, B.A., Dulvy, N.K., Hughes, A., Koven, J.F., Quinn, N.J., Sykes, H.R., Taylor, O.J.S., Vaughan, D.",,,EH,2
Fiji,S Vanua Levu,Honeymoon Island,-16.7000,179.9000,6,2000,,2,20,0,,,Cumming et al. 2002,"Cumming, R.L, Toscano, M.A., Lovell, E.R., Carlson, B.A., Dulvy, N.K., Hughes, A., Koven, J.F., Quinn, N.J., Sykes, H.R., Taylor, O.J.S., Vaughan, D.",,,EH,2
Fiji,Vatu-I-Ra Passage,Pinnacle,-17.3000,178.5000,6,2000,,3,70,1,,,Cumming et al. 2002,"Cumming, R.L, Toscano, M.A., Lovell, E.R., Carlson, B.A., Dulvy, N.K., Hughes, A., Koven, J.F., Quinn, N.J., Sykes, H.R., Taylor, O.J.S., Vaughan, D.",,,EH,2
Fiji,Vatu-I-Ra Passage,Vuya Reef,-17.3000,178.6000,6,2000,,3,70,2,,,Cumming et al. 2002,"Cumming, R.L, Toscano, M.A., Lovell, E.R., Carlson, B.A., Dulvy, N.K., Hughes, A., Koven, J.F., Quinn, N.J., Sykes, H.R., Taylor, O.J.S., Vaughan, D.",,,EH,2
Fiji,Viti Levu,Navula Reef,-17.5650,177.2990,6,2000,,2,40,2,,,Cumming et al. 2002,"Cumming, R.L, Toscano, M.A., Lovell, E.R., Carlson, B.A., Dulvy, N.K., Hughes, A., Koven, J.F., Quinn, N.J., Sykes, H.R., Taylor, O.J.S., Vaughan, D.",,,EH,2
Fiji,Viti Levu,Navula Reef,-17.5750,177.3460,6,2000,,2,40,2,,,Cumming et al. 2002,"Cumming, R.L, Toscano, M.A., Lovell, E.R., Carlson, B.A., Dulvy, N.K., Hughes, A., Koven, J.F., Quinn, N.J., Sykes, H.R., Taylor, O.J.S., Vaughan, D.",,,EH,2
Fiji,Viti Levu,Caqalai Island 11,-17.7880,178.7280,6,2000,,2,15,0,,,Cumming et al. 2002,"Cumming, R.L, Toscano, M.A., Lovell, E.R., Carlson, B.A., Dulvy, N.K., Hughes, A., Koven, J.F., Quinn, N.J., Sykes, H.R., Taylor, O.J.S., Vaughan, D.",,,EH,2
Fiji,Viti Levu,Caqalai Island 11,-17.7930,178.7380,6,2000,,2,15,0,,,Cumming et al. 2002,"Cumming, R.L, Toscano, M.A., Lovell, E.R., Carlson, B.A., Dulvy, N.K., Hughes, A., Koven, J.F., Quinn, N.J., Sykes, H.R., Taylor, O.J.S., Vaughan, D.",,,EH,2
Fiji,Viti Levu,Wakaya Island,-17.5600,178.9700,6,2000,,2,45,1,,,Cumming et al. 2002,"Cumming, R.L, Toscano, M.A., Lovell, E.R., Carlson, B.A., Dulvy, N.K., Hughes, A., Koven, J.F., Quinn, N.J., Sykes, H.R., Taylor, O.J.S., Vaughan, D.",,,EH,2
Cayman Islands,Cayman Brac: Airport Reef (End of Island) (CB9),,19.6879,-79.8941,6,2000,8.5,1,1.351351351,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 74,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Cayman-2000,,,,,1
Cayman Islands,Cayman Brac: Peter's Anchor (CB1),,19.7472,-79.7236,6,2000,10.4,1,1.19047619,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 84,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Cayman-2000,,,,,1
United Arab Emirates,,Saddiyat,24.5440,54.3850,7,2000,,3,50,NA,,,"Riegl, 2003","Riegl, B.",,http://www.springerlink.com/content/cuu5em2jhwvj9ydk/,EH,2
Belize,7 Cut The Trench Deep (WP15),,16.7226,-88.0723,7,2000,12.8,1,3.921568627,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 51,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Belize-2000,,,,,1
Belize,Caye Chapel Deep (BZ-3),,17.6731,-88.0120,7,2000,15.7,1,2.380952381,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 42,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Belize-2000,,,,,1
Belize,Goffs Caye Deep (BZ-1),,17.3522,-88.0286,7,2000,9.3,1,1.538461538,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 65,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Belize-2000,,,,,1
Belize,Middle Caye Deep - E. Glovers,,16.7365,-87.8102,7,2000,8.8,1,2.040816327,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 49,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Belize-2000,,,,,1
Belize,N.E. Glovers Deep (WP17),,16.9157,-87.6968,7,2000,11.7,1,5.263157895,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 19,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Belize-2000,,,,,1
Belize,S.W. Glover Deep (WP20),,16.7269,-87.8871,7,2000,5,1,1.960784314,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 51,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Belize-2000,,,,,1
Belize,Samphire Rocks Deep (BZ-2),,17.2760,-88.0433,7,2000,10.3,1,3.636363636,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 55,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Belize-2000,,,,,1
Belize,South Water Caye Deep (WP16),,16.8130,-88.0780,7,2000,13.5,1,11.47540984,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 61,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Belize-2000,,,,,1
Belize,W. Glovers Deep (WP22),,16.7413,-87.8841,7,2000,5.9,1,5.357142857,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 56,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Belize-2000,,,,,1
Jamaica,Bloody Bay,,18.3421,-78.3558,8,2000,8.9,1,19.56521739,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 46,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Jamaica-2000,,,,,1
Jamaica,Booby North Point,,18.1334,-76.3308,8,2000,11.7,1,1.612903226,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 62,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Jamaica-2000,,,,,1
Jamaica,Boscolbel West,,18.4098,-76.9833,8,2000,7.7,1,2.352941176,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 85,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Jamaica-2000,,,,,1
Jamaica,"Chalet Caribe, Classroom, Reading",,18.4535,-77.9710,8,2000,7,1,1.123595506,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 89,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Jamaica-2000,,,,,1
Jamaica,Davis Cove East,,18.4259,-78.2511,8,2000,12.4,1,6.756756757,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 74,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Jamaica-2000,,,,,1
Jamaica,Drumville Cove,,18.2603,-78.3654,8,2000,11.8,1,6,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 50,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Jamaica-2000,,,,,1
Jamaica,Green Island,,18.3916,-78.2845,8,2000,5.6,1,3.636363636,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 55,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Jamaica-2000,,,,,1
Jamaica,Green Island East,,18.4143,-78.2710,8,2000,12.3,1,5.479452055,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 73,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Jamaica-2000,,,,,1
Jamaica,Hedo 3 - Nursery,,18.4701,-77.3213,8,2000,3.4,1,1.298701299,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 77,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Jamaica-2000,,,,,1
Jamaica,Homer's Cove,,18.2192,-78.2910,8,2000,10.3,1,7.142857143,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 70,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Jamaica-2000,,,,,1
Jamaica,Little River,,18.4728,-77.2747,8,2000,13.1,1,9.638554217,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 83,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Jamaica-2000,,,,,1
Jamaica,Long Bay Negril,,18.3008,-78.3612,8,2000,10.6,1,1.538461538,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 65,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Jamaica-2000,,,,,1
Jamaica,Lucea Bay East,,18.4642,-78.1319,8,2000,8.9,1,5.747126437,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 87,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Jamaica-2000,,,,,1
Jamaica,Mosquito Cove - Deep,,18.4686,-78.1225,8,2000,7.1,1,3.125,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 96,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Jamaica-2000,,,,,1
Jamaica,Mosquito Cove - Shallow,,18.4658,-78.1270,8,2000,1.5,1,2.173913043,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 46,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Jamaica-2000,,,,,1
Jamaica,Ocho Rios West - Sewage End,,18.4193,-77.1182,8,2000,14.5,1,3.225806452,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 31,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Jamaica-2000,,,,,1
Jamaica,Oraccobessa East,,18.4112,-76.9489,8,2000,8.5,1,4.310344828,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 116,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Jamaica-2000,,,,,1
Jamaica,Orange Bay East Coast,,18.2340,-76.6051,8,2000,7.5,1,2.631578947,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 38,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Jamaica-2000,,,,,1
Jamaica,Orange Bay West Coast - Deep,,18.3803,-78.3116,8,2000,8.4,1,2.53164557,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 79,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Jamaica-2000,,,,,1
Jamaica,Orange Bay West Coast - Shallow,,18.3775,-78.3111,8,2000,1.6,1,8.823529412,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 34,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Jamaica-2000,,,,,1
Jamaica,Pear Tree - Deep,,18.4631,-77.3581,8,2000,8.5,1,1.234567901,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 81,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Jamaica-2000,,,,,1
Jamaica,Rio Nuevo West,,18.4151,-77.0055,8,2000,10.6,1,2.597402597,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 77,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Jamaica-2000,,,,,1
Jamaica,Round Hill - Deep,,18.4578,-78.0126,8,2000,9.6,1,1.351351351,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 148,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Jamaica-2000,,,,,1
Jamaica,"Sandals Montego Bay, St. James",,18.5241,-77.8795,8,2000,7.2,1,1.886792453,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 53,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Jamaica-2000,,,,,1
Jamaica,Sandy Bay,,18.4591,-78.0754,8,2000,8.7,1,4.87804878,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 82,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Jamaica-2000,,,,,1
Jamaica,Savannah La Mar,,18.1735,-78.1642,8,2000,9.2,1,1.020408163,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 98,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Jamaica-2000,,,,,1
Jamaica,Sergeant Major Reef,,18.4947,-77.9346,8,2000,8,1,1.234567901,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 81,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Jamaica-2000,,,,,1
Jamaica,Sheerness Bay,,18.3185,-76.8032,8,2000,9.7,1,2.597402597,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 77,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Jamaica-2000,,,,,1
Jamaica,Snapper Drop,,18.2887,-78.3666,8,2000,11.7,1,7.8125,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 64,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Jamaica-2000,,,,,1
Jamaica,Tropical Beach - Deep,,18.5059,-77.9217,8,2000,5.2,1,1.724137931,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 116,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Jamaica-2000,,,,,1
Jamaica,Wag Water,,18.2745,-76.7087,8,2000,10,1,1.369863014,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 73,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Jamaica-2000,,,,,1
